index;periode;session_start_time;session_end_time;consumption_kw;charging_start_time;charging_end_time;session_duration;charging_duration;max_power_kW
414;Autres;2023-12-22 08:07:00;2023-12-22 13:53:00;24,506;2023-12-22 08:07:00;2023-12-22 11:53:00;347;227;7,2
415;Autres;2023-12-22 06:31:00;2023-12-22 13:43:00;15,013;2023-12-22 06:31:00;2023-12-22 09:10:00;433;160;7,2
416;Autres;2023-12-22 09:56:00;2023-12-22 13:42:00;15,192;2023-12-22 09:56:00;2023-12-22 12:22:00;227;147;7,5
417;Autres;2023-12-22 09:35:00;2023-12-22 13:40:00;27,609;2023-12-22 09:35:00;2023-12-22 13:40:00;246;246;7,5
418;Autres;2023-12-22 08:45:00;2023-12-22 13:20:00;15,669;2023-12-22 08:45:00;2023-12-22 11:52:00;276;188;6,6
419;Autres;2023-12-22 11:14:00;2023-12-22 13:04:00;5,848;2023-12-22 11:14:00;2023-12-22 13:04:00;110;110;3,5
420;Autres;2023-12-21 13:39:00;2023-12-21 17:43:00;16,595;2023-12-21 13:39:00;2023-12-21 16:11:00;245;153;7,1
421;Autres;2023-12-21 11:19:00;2023-12-21 17:11:00;42,204;2023-12-21 11:19:00;2023-12-21 17:08:00;352;349;7,5
422;Autres;2023-12-21 08:54:00;2023-12-21 13:52:00;18,065;2023-12-21 08:54:00;2023-12-21 11:39:00;298;165;7,3
423;Autres;2023-12-21 07:41:00;2023-12-21 12:34:00;4,055;2023-12-21 07:41:00;2023-12-21 10:21:00;294;161;1,6
424;Autres;2023-12-20 21:34:00;2023-12-21 07:09:00;12,911;2023-12-20 21:34:00;2023-12-21 05:19:00;576;466;1,8
425;Autres;2023-12-20 08:00:00;2023-12-20 19:17:00;33,958;2023-12-20 08:00:00;2023-12-20 19:16:00;677;677;7,2
426;Autres;2023-12-20 08:51:00;2023-12-20 18:15:00;23,463;2023-12-20 08:51:00;2023-12-20 12:35:00;564;224;7,3
427;Autres;2023-12-20 12:08:00;2023-12-20 17:44:00;36,966;2023-12-20 12:08:00;2023-12-20 17:34:00;337;327;7,5
428;Autres;2023-12-20 09:19:00;2023-12-20 17:03:00;49,151;2023-12-20 09:19:00;2023-12-20 16:50:00;464;451;7,1
429;Autres;2023-12-20 12:08:00;2023-12-20 14:09:00;15,105;2023-12-20 12:08:00;2023-12-20 14:09:00;122;121;7,5
430;Autres;2023-12-19 18:56:00;2023-12-19 21:06:00;7,006;2023-12-19 18:56:00;2023-12-19 21:06:00;130;130;3,6
431;Autres;2023-12-19 08:56:00;2023-12-19 18:50:00;26,89;2023-12-19 08:56:00;2023-12-19 14:49:00;595;354;5,1
432;Autres;2023-12-19 08:40:00;2023-12-19 18:50:00;7,251;2023-12-19 08:40:00;2023-12-19 17:10:00;610;511;3,5
433;Autres;2023-12-19 11:51:00;2023-12-19 17:59:00;42,545;2023-12-19 11:51:00;2023-12-19 17:41:00;369;351;7,4
434;Autres;2023-12-19 09:24:00;2023-12-19 17:52:00;54,331;2023-12-19 09:24:00;2023-12-19 16:50:00;508;446;7,6
435;Autres;2023-12-19 08:09:00;2023-12-19 14:40:00;26,533;2023-12-19 08:09:00;2023-12-19 12:13:00;391;244;7
436;Autres;2023-12-19 07:28:00;2023-12-19 12:27:00;3,52;2023-12-19 07:29:00;2023-12-19 09:49:00;299;141;1,6
437;Autres;2023-12-18 08:44:00;2023-12-18 17:23:00;12,725;2023-12-18 08:44:00;2023-12-18 15:49:00;519;425;3,5
438;Autres;2023-12-18 07:09:00;2023-12-18 17:21:00;39,131;2023-12-18 07:10:00;2023-12-18 13:20:00;612;371;7,3
439;Autres;2023-12-18 11:58:00;2023-12-18 14:04:00;13,306;2023-12-18 11:58:00;2023-12-18 14:04:00;127;126;7,2
440;Autres;2023-12-18 08:44:00;2023-12-18 14:03:00;19,498;2023-12-18 08:44:00;2023-12-18 12:54:00;320;250;6,6
441;Autres;2023-12-18 08:49:00;2023-12-18 13:55:00;11,005;2023-12-18 08:49:00;2023-12-18 13:11:00;306;262;3,5
442;Autres;2023-12-18 09:25:00;2023-12-18 13:54:00;25,956;2023-12-18 09:25:00;2023-12-18 13:25:00;269;241;7,1
443;Autres;2023-12-18 11:35:00;2023-12-18 13:53:00;7,306;2023-12-18 11:35:00;2023-12-18 12:57:00;139;83;6,9
444;Autres;2023-12-18 07:24:00;2023-12-18 12:08:00;3,301;2023-12-18 07:24:00;2023-12-18 09:34:00;285;131;1,6
445;Autres;2023-12-15 16:30:00;2023-12-16 09:53:00;38,551;2023-12-15 16:30:00;2023-12-15 21:41:00;1043;311;7,8
446;Autres;2023-12-15 21:19:00;2023-12-16 07:53:00;17,18;2023-12-15 21:19:00;2023-12-16 03:17:00;634;358;3,6
447;Autres;2023-12-15 07:41:00;2023-12-15 19:23:00;21,381;2023-12-15 07:41:00;2023-12-15 19:23:00;702;702;7,5
448;Autres;2023-12-15 13:42:00;2023-12-15 17:29:00;26,3;2023-12-15 13:43:00;2023-12-15 17:29:00;227;227;7,2
449;Autres;2023-12-15 11:12:00;2023-12-15 17:21:00;27,418;2023-12-15 11:12:00;2023-12-15 17:21:00;370;369;7,7
450;Autres;2023-12-15 13:08:00;2023-12-15 17:05:00;13,929;2023-12-15 13:08:00;2023-12-15 15:18:00;237;130;7,2
451;Autres;2023-12-15 08:18:00;2023-12-15 16:40:00;9,927;2023-12-15 08:18:00;2023-12-15 14:32:00;503;375;3,5
452;Autres;2023-12-15 08:23:00;2023-12-15 13:49:00;4,864;2023-12-15 08:23:00;2023-12-15 11:38:00;327;196;1,6
453;Autres;2023-12-15 07:00:00;2023-12-15 13:34:00;23,814;2023-12-15 07:01:00;2023-12-15 10:40:00;394;220;7
454;Autres;2023-12-15 09:22:00;2023-12-15 12:25:00;19,732;2023-12-15 09:22:00;2023-12-15 12:25:00;183;183;6,7
455;Autres;2023-12-14 13:17:00;2023-12-14 19:05:00;42,967;2023-12-14 13:17:00;2023-12-14 19:05:00;349;349;7,7
456;Autres;2023-12-14 13:50:00;2023-12-14 17:20:00;11,942;2023-12-14 13:50:00;2023-12-14 17:20:00;210;210;3,5
457;Autres;2023-12-14 12:35:00;2023-12-14 17:13:00;31,291;2023-12-14 12:35:00;2023-12-14 17:12:00;279;278;7,3
458;Autres;2023-12-14 07:47:00;2023-12-14 17:07:00;53,456;2023-12-14 07:47:00;2023-12-14 15:46:00;561;479;7,1
459;Autres;2023-12-13 21:47:00;2023-12-14 07:58:00;17,08;2023-12-13 21:47:00;2023-12-14 03:52:00;611;366;3,5
460;Autres;2023-12-13 13:26:00;2023-12-13 19:15:00;23,438;2023-12-13 13:26:00;2023-12-13 17:07:00;349;221;7,4
461;Autres;2023-12-13 08:58:00;2023-12-13 18:27:00;17,867;2023-12-13 08:58:00;2023-12-13 11:43:00;570;166;7,2
462;Autres;2023-12-13 13:44:00;2023-12-13 18:03:00;16,091;2023-12-13 13:44:00;2023-12-13 16:11:00;259;147;7,2
463;Autres;2023-12-13 08:25:00;2023-12-13 16:51:00;31,365;2023-12-13 08:25:00;2023-12-13 12:53:00;506;269;8
464;Autres;2023-12-13 08:06:00;2023-12-13 15:45:00;30,804;2023-12-13 08:06:00;2023-12-13 12:39:00;460;273;7,3
465;Autres;2023-12-12 15:49:00;2023-12-12 19:28:00;9,168;2023-12-12 15:49:00;2023-12-12 19:28:00;219;219;3,5
466;Autres;2023-12-12 15:23:00;2023-12-12 19:00:00;15,753;2023-12-12 15:23:00;2023-12-12 17:46:00;217;143;7
467;Autres;2023-12-12 08:59:00;2023-12-12 18:35:00;33,307;2023-12-12 08:59:00;2023-12-12 15:59:00;577;421;5,1
468;Autres;2023-12-12 08:51:00;2023-12-12 17:23:00;10,772;2023-12-12 08:51:00;2023-12-12 15:18:00;512;388;3,5
469;Autres;2023-12-12 08:34:00;2023-12-12 12:39:00;3,269;2023-12-12 08:34:00;2023-12-12 10:44:00;246;131;1,6
470;Autres;2023-12-11 08:38:00;2023-12-11 20:33:00;13,204;2023-12-11 08:38:00;2023-12-11 15:50:00;715;433;3,5
471;Autres;2023-12-11 13:32:00;2023-12-11 16:06:00;8,443;2023-12-11 13:32:00;2023-12-11 16:06:00;155;155;3,6
472;Autres;2023-12-11 14:30:00;2023-12-11 15:33:00;7,078;2023-12-11 14:30:00;2023-12-11 15:33:00;63;63;6,9
473;Autres;2023-12-11 08:53:00;2023-12-11 14:59:00;44,589;2023-12-11 08:53:00;2023-12-11 14:59:00;366;366;7,5
474;Autres;2023-12-11 08:47:00;2023-12-11 13:30:00;21,73;2023-12-11 08:47:00;2023-12-11 12:58:00;284;252;6,8
475;Autres;2023-12-11 07:10:00;2023-12-11 13:19:00;25,141;2023-12-11 07:10:00;2023-12-11 10:59:00;369;229;7
476;Autres;2023-12-11 12:08:00;2023-12-11 13:10:00;7,335;2023-12-11 12:08:00;2023-12-11 13:09:00;62;62;7,2
477;Autres;2023-12-11 07:27:00;2023-12-11 12:33:00;2,176;2023-12-11 07:27:00;2023-12-11 08:52:00;306;86;1,6
478;Autres;2023-12-09 13:02:00;2023-12-09 17:39:00;14,906;2023-12-09 13:02:00;2023-12-09 17:39:00;278;277;3,4
479;Autres;2023-12-09 07:06:00;2023-12-09 16:21:00;35,871;2023-12-09 07:07:00;2023-12-09 12:32:00;555;326;6,9
480;Autres;2023-12-08 21:45:00;2023-12-09 08:30:00;35,805;2023-12-08 21:45:00;2023-12-09 02:29:00;645;284;7,9
481;Autres;2023-12-08 22:29:00;2023-12-09 07:50:00;11,156;2023-12-08 22:29:00;2023-12-09 01:59:00;562;210;3,6
482;Autres;2023-12-08 11:31:00;2023-12-08 18:28:00;34,949;2023-12-08 11:31:00;2023-12-08 17:50:00;417;380;7,6
483;Autres;2023-12-08 10:17:00;2023-12-08 18:07:00;56,389;2023-12-08 10:17:00;2023-12-08 18:01:00;470;464;7,6
484;Autres;2023-12-08 12:04:00;2023-12-08 18:07:00;13,465;2023-12-08 12:04:00;2023-12-08 14:09:00;363;125;7,3
485;Autres;2023-12-08 07:40:00;2023-12-08 16:34:00;30,725;2023-12-08 07:40:00;2023-12-08 12:16:00;535;276;7,6
486;Autres;2023-12-08 08:23:00;2023-12-08 16:24:00;12,548;2023-12-08 08:23:00;2023-12-08 15:25:00;481;422;3,6
487;Autres;2023-12-08 09:41:00;2023-12-08 14:55:00;24,925;2023-12-08 09:41:00;2023-12-08 13:25:00;314;224;7,6
488;Autres;2023-12-08 08:13:00;2023-12-08 12:32:00;2,988;2023-12-08 08:13:00;2023-12-08 10:14:00;259;121;1,6
489;Autres;2023-12-08 08:39:00;2023-12-08 11:29:00;9,416;2023-12-08 08:39:00;2023-12-08 11:29:00;170;170;3,5
490;Autres;2023-12-07 07:58:00;2023-12-07 19:49:00;10,878;2023-12-07 07:58:00;2023-12-07 19:48:00;711;711;7,2
491;Autres;2023-12-07 08:55:00;2023-12-07 18:05:00;38,634;2023-12-07 08:55:00;2023-12-07 16:23:00;550;449;6,3
492;Autres;2023-12-07 13:59:00;2023-12-07 17:16:00;3,995;2023-12-07 13:59:00;2023-12-07 15:25:00;197;86;3,5
493;Autres;2023-12-07 08:47:00;2023-12-07 14:05:00;28,055;2023-12-07 08:47:00;2023-12-07 14:01:00;319;315;6,8
494;Autres;2023-12-07 09:08:00;2023-12-07 12:28:00;11,042;2023-12-07 09:08:00;2023-12-07 12:28:00;201;201;3,5
495;Autres;2023-12-07 08:29:00;2023-12-07 11:47:00;11,288;2023-12-07 08:29:00;2023-12-07 11:47:00;199;198;3,5
496;Autres;2023-12-06 17:30:00;2023-12-07 08:33:00;46,021;2023-12-06 17:30:00;2023-12-06 23:38:00;903;368;7,6
497;Autres;2023-12-06 08:04:00;2023-12-06 19:43:00;34,075;2023-12-06 08:04:00;2023-12-06 19:43:00;700;699;7,2
498;Autres;2023-12-06 10:12:00;2023-12-06 18:16:00;17,882;2023-12-06 10:12:00;2023-12-06 12:56:00;485;164;7,2
499;Autres;2023-12-06 12:01:00;2023-12-06 16:27:00;21,45;2023-12-06 12:01:00;2023-12-06 15:14:00;267;193;7,2
500;Autres;2023-12-06 12:57:00;2023-12-06 15:48:00;15,866;2023-12-06 12:57:00;2023-12-06 15:30:00;171;154;6,9
501;Autres;2023-12-06 08:23:00;2023-12-06 12:51:00;27,087;2023-12-06 08:23:00;2023-12-06 12:51:00;269;269;6,8
502;Autres;2023-12-05 08:59:00;2023-12-05 22:06:00;11,558;2023-12-05 08:59:00;2023-12-05 15:42:00;787;403;3,5
503;Autres;2023-12-05 08:56:00;2023-12-05 17:37:00;31,636;2023-12-05 08:56:00;2023-12-05 13:38:00;521;283;7,5
504;Autres;2023-12-04 14:10:00;2023-12-04 18:37:00;32,973;2023-12-04 14:11:00;2023-12-04 18:37:00;267;267;7,4
505;Autres;2023-12-04 08:57:00;2023-12-04 17:34:00;12,818;2023-12-04 08:57:00;2023-12-04 16:03:00;517;426;3,5
506;Autres;2023-12-04 09:00:00;2023-12-04 16:00:00;20,833;2023-12-04 09:00:00;2023-12-04 16:00:00;420;420;3,5
507;Autres;2023-12-04 09:42:00;2023-12-04 15:43:00;43,483;2023-12-04 09:42:00;2023-12-04 15:43:00;361;361;7,5
508;Autres;2023-12-04 09:23:00;2023-12-04 13:52:00;34,095;2023-12-04 09:23:00;2023-12-04 13:52:00;269;269;7,7
509;Autres;2023-12-02 22:12:00;2023-12-03 10:20:00;18,021;2023-12-02 22:12:00;2023-12-03 04:34:00;728;382;3,5
510;Autres;2023-12-01 08:08:00;2023-12-01 18:55:00;19,241;2023-12-01 08:08:00;2023-12-01 18:55:00;648;648;7,2
511;Autres;2023-12-01 12:08:00;2023-12-01 18:01:00;19,512;2023-12-01 12:08:00;2023-12-01 15:04:00;353;176;7,2
512;Autres;2023-12-01 08:20:00;2023-12-01 16:23:00;10,263;2023-12-01 08:20:00;2023-12-01 14:40:00;484;381;3,5
513;Autres;2023-12-01 12:16:00;2023-12-01 16:10:00;16,465;2023-12-01 12:16:00;2023-12-01 15:42:00;235;207;6,7
514;Autres;2023-12-01 08:46:00;2023-12-01 13:41:00;18,748;2023-12-01 08:46:00;2023-12-01 12:37:00;295;231;6,6
515;Autres;2023-12-01 08:49:00;2023-12-01 13:22:00;14,072;2023-12-01 08:49:00;2023-12-01 13:22:00;273;273;3,6
516;Autres;2023-11-30 17:43:00;2023-11-30 22:58:00;39,662;2023-11-30 17:43:00;2023-11-30 22:58:00;316;316;7,8
517;Autres;2023-11-30 19:27:00;2023-11-30 22:55:00;15,963;2023-11-30 19:27:00;2023-11-30 22:01:00;208;154;7,1
518;Autres;2023-11-30 09:03:00;2023-11-30 18:48:00;15,973;2023-11-30 09:03:00;2023-11-30 11:31:00;585;148;7,4
519;Autres;2023-11-30 14:25:00;2023-11-30 18:21:00;12,646;2023-11-30 14:25:00;2023-11-30 17:49:00;237;205;7,8
520;Autres;2023-11-30 08:50:00;2023-11-30 17:42:00;12,85;2023-11-30 08:50:00;2023-11-30 12:50:00;532;240;3,5
521;Autres;2023-11-30 08:28:00;2023-11-30 16:53:00;33,452;2023-11-30 08:28:00;2023-11-30 16:53:00;506;506;6,6
522;Autres;2023-11-30 09:16:00;2023-11-30 11:50:00;8,386;2023-11-30 09:16:00;2023-11-30 11:50:00;154;154;3,5
523;Autres;2023-11-29 08:01:00;2023-11-29 19:09:00;33,795;2023-11-29 08:01:00;2023-11-29 19:09:00;668;668;7,3
524;Autres;2023-11-29 10:10:00;2023-11-29 17:48:00;11,567;2023-11-29 10:10:00;2023-11-29 16:51:00;458;401;1,8
525;Autres;2023-11-29 12:55:00;2023-11-29 17:21:00;28,637;2023-11-29 12:55:00;2023-11-29 17:21:00;266;266;6,7
526;Autres;2023-11-29 08:18:00;2023-11-29 13:20:00;4,876;2023-11-29 08:18:00;2023-11-29 11:33:00;303;196;1,6
527;Autres;2023-11-29 12:14:00;2023-11-29 13:17:00;7,476;2023-11-29 12:14:00;2023-11-29 13:17:00;64;63;7,2
528;Autres;2023-11-29 08:32:00;2023-11-29 11:24:00;18,559;2023-11-29 08:32:00;2023-11-29 11:24:00;172;172;6,7
529;Autres;2023-11-28 19:10:00;2023-11-28 22:05:00;3,903;2023-11-28 19:10:00;2023-11-28 21:00:00;176;111;3,4
530;Autres;2023-11-28 08:45:00;2023-11-28 17:43:00;11,754;2023-11-28 08:45:00;2023-11-28 15:32:00;539;407;3,5
531;Autres;2023-11-28 08:03:00;2023-11-28 17:18:00;26,579;2023-11-28 08:03:00;2023-11-28 12:05:00;556;243;7,5
532;Autres;2023-11-28 12:57:00;2023-11-28 16:21:00;24,961;2023-11-28 12:57:00;2023-11-28 16:21:00;205;205;7,4
533;Autres;2023-11-28 08:55:00;2023-11-28 15:40:00;10,609;2023-11-28 08:55:00;2023-11-28 13:04:00;405;249;3,4
534;Autres;2023-11-27 10:41:00;2023-11-27 20:11:00;50,878;2023-11-27 10:41:00;2023-11-27 17:41:00;570;421;8,2
535;Autres;2023-11-27 09:30:00;2023-11-27 17:49:00;45,112;2023-11-27 09:30:00;2023-11-27 17:49:00;500;500;7,8
536;Autres;2023-11-27 12:06:00;2023-11-27 17:45:00;17,168;2023-11-27 12:06:00;2023-11-27 14:44:00;339;158;7,2
537;Autres;2023-11-27 08:58:00;2023-11-27 17:31:00;12,807;2023-11-27 08:58:00;2023-11-27 16:05:00;514;428;3,6
538;Autres;2023-11-26 07:05:00;2023-11-27 07:25:00;24,312;2023-11-26 07:05:00;2023-11-26 10:49:00;1460;224;7,2
539;Autres;2023-11-26 12:38:00;2023-11-27 07:15:00;42,008;2023-11-26 12:38:00;2023-11-26 18:11:00;1118;333;7,9
540;Autres;2023-11-26 08:55:00;2023-11-26 12:15:00;7,487;2023-11-26 08:55:00;2023-11-26 12:15:00;200;200;3,4
541;Autres;2023-11-24 19:51:00;2023-11-25 10:00:00;15,325;2023-11-24 19:52:00;2023-11-25 01:34:00;849;343;3,6
542;Autres;2023-11-24 07:44:00;2023-11-24 19:31:00;17,325;2023-11-24 07:44:00;2023-11-24 19:30:00;707;707;7,3
543;Autres;2023-11-24 08:19:00;2023-11-24 17:43:00;16,54;2023-11-24 08:19:00;2023-11-24 10:51:00;564;153;7,1
544;Autres;2023-11-24 07:31:00;2023-11-24 16:25:00;40,08;2023-11-24 07:31:00;2023-11-24 13:25:00;535;355;7,4
545;Autres;2023-11-24 14:28:00;2023-11-24 16:22:00;14,041;2023-11-24 14:28:00;2023-11-24 16:22:00;114;114;7,5
546;Autres;2023-11-24 11:39:00;2023-11-24 13:56:00;16,341;2023-11-24 11:39:00;2023-11-24 13:56:00;138;138;7,3
547;Autres;2023-11-24 08:25:00;2023-11-24 12:54:00;3,77;2023-11-24 08:25:00;2023-11-24 10:56:00;269;151;1,6
548;Autres;2023-11-23 18:04:00;2023-11-24 08:21:00;52,327;2023-11-23 18:04:00;2023-11-24 00:56:00;858;412;7,9
549;Autres;2023-11-23 08:54:00;2023-11-23 17:12:00;12,827;2023-11-23 08:54:00;2023-11-23 16:00:00;498;426;3,5
550;Autres;2023-11-23 09:32:00;2023-11-23 16:45:00;25,206;2023-11-23 09:32:00;2023-11-23 13:16:00;433;224;7,6
551;Autres;2023-11-23 10:55:00;2023-11-23 14:02:00;23,568;2023-11-23 10:55:00;2023-11-23 14:02:00;188;188;7,9
552;Autres;2023-11-23 08:47:00;2023-11-23 13:45:00;11,018;2023-11-23 08:47:00;2023-11-23 11:14:00;298;147;6,7
553;Autres;2023-11-22 08:01:00;2023-11-22 19:11:00;29,462;2023-11-22 08:01:00;2023-11-22 19:11:00;671;671;7,3
554;Autres;2023-11-22 12:08:00;2023-11-22 18:48:00;15,848;2023-11-22 12:08:00;2023-11-22 14:33:00;400;145;7,2
555;Autres;2023-11-22 08:57:00;2023-11-22 17:30:00;37,24;2023-11-22 08:57:00;2023-11-22 14:08:00;514;312;7,4
556;Autres;2023-11-22 09:03:00;2023-11-22 12:09:00;13,431;2023-11-22 09:03:00;2023-11-22 10:56:00;187;113;7,9
557;Autres;2023-11-22 09:12:00;2023-11-22 12:04:00;9,444;2023-11-22 09:12:00;2023-11-22 12:04:00;172;172;3,6
558;Autres;2023-11-21 21:25:00;2023-11-22 06:50:00;12,855;2023-11-21 21:25:00;2023-11-22 01:59:00;565;274;3,5
559;Autres;2023-11-21 08:50:00;2023-11-21 21:50:00;10,505;2023-11-21 08:50:00;2023-11-21 15:14:00;781;385;3,5
560;Autres;2023-11-21 09:46:00;2023-11-21 17:29:00;56,533;2023-11-21 09:46:00;2023-11-21 17:29:00;464;464;7,7
561;Autres;2023-11-21 08:31:00;2023-11-21 12:58:00;4,843;2023-11-21 08:31:00;2023-11-21 11:46:00;268;196;1,6
562;Autres;2023-11-21 09:11:00;2023-11-21 11:39:00;8,042;2023-11-21 09:11:00;2023-11-21 11:15:00;149;125;6,6
563;Autres;2023-11-20 13:13:00;2023-11-20 18:35:00;17,961;2023-11-20 13:13:00;2023-11-20 15:56:00;323;164;7,3
564;Autres;2023-11-20 10:21:00;2023-11-20 18:14:00;57,872;2023-11-20 10:21:00;2023-11-20 18:14:00;474;474;7,4
565;Autres;2023-11-20 08:51:00;2023-11-20 17:33:00;12,89;2023-11-20 08:51:00;2023-11-20 15:59:00;522;428;3,5
566;Autres;2023-11-20 08:21:00;2023-11-20 17:03:00;30,595;2023-11-20 08:21:00;2023-11-20 13:37:00;523;316;6,6
567;Autres;2023-11-20 07:07:00;2023-11-20 16:27:00;20,514;2023-11-20 07:07:00;2023-11-20 10:17:00;561;191;7,1
568;Autres;2023-11-20 09:24:00;2023-11-20 14:08:00;30,332;2023-11-20 09:24:00;2023-11-20 13:28:00;284;245;7,7
569;Autres;2023-11-20 12:05:00;2023-11-20 13:08:00;7,384;2023-11-20 12:05:00;2023-11-20 13:08:00;63;63;7,1
570;Autres;2023-11-19 17:43:00;2023-11-20 13:07:00;30,768;2023-11-19 17:43:00;2023-11-19 21:47:00;1165;245;8,4
571;Autres;2023-11-19 08:54:00;2023-11-19 12:12:00;10,953;2023-11-19 08:54:00;2023-11-19 12:12:00;198;198;3,5
572;Autres;2023-11-17 20:32:00;2023-11-18 09:31:00;16,279;2023-11-17 20:32:00;2023-11-18 01:58:00;779;327;3,6
573;Autres;2023-11-17 07:55:00;2023-11-17 20:02:00;9,645;2023-11-17 07:55:00;2023-11-17 20:02:00;728;728;7,2
574;Autres;2023-11-17 12:08:00;2023-11-17 18:42:00;21,237;2023-11-17 12:08:00;2023-11-17 15:17:00;395;190;7,2
575;Autres;2023-11-17 08:13:00;2023-11-17 16:57:00;37,381;2023-11-17 08:13:00;2023-11-17 13:44:00;525;332;7,4
576;Autres;2023-11-17 08:19:00;2023-11-17 16:27:00;10,429;2023-11-17 08:19:00;2023-11-17 14:43:00;489;385;3,5
577;Autres;2023-11-17 09:39:00;2023-11-17 16:13:00;47,805;2023-11-17 09:39:00;2023-11-17 16:13:00;394;394;7,6
578;Autres;2023-11-17 08:47:00;2023-11-17 13:30:00;15,55;2023-11-17 08:47:00;2023-11-17 12:09:00;284;202;6,6
579;Autres;2023-11-17 07:23:00;2023-11-17 12:47:00;2,902;2023-11-17 07:24:00;2023-11-17 09:19:00;324;116;1,6
580;Autres;2023-11-17 09:08:00;2023-11-17 11:30:00;8,118;2023-11-17 09:08:00;2023-11-17 11:30:00;143;143;3,4
581;Autres;2023-11-16 18:39:00;2023-11-17 07:18:00;46,637;2023-11-16 18:39:00;2023-11-17 00:52:00;760;374;7,8
582;Autres;2023-11-16 08:07:00;2023-11-16 19:26:00;38,54;2023-11-16 08:07:00;2023-11-16 19:26:00;680;680;7,3
583;Autres;2023-11-16 08:56:00;2023-11-16 17:12:00;12,754;2023-11-16 08:56:00;2023-11-16 16:02:00;497;426;3,5
584;Autres;2023-11-16 07:13:00;2023-11-16 16:51:00;38,023;2023-11-16 07:13:00;2023-11-16 12:51:00;579;338;7,2
585;Autres;2023-11-16 09:01:00;2023-11-16 13:18:00;13,575;2023-11-16 09:01:00;2023-11-16 13:18:00;257;257;3,5
586;Autres;2023-11-16 07:29:00;2023-11-16 12:28:00;4,18;2023-11-16 07:29:00;2023-11-16 10:14:00;300;166;1,6
587;Autres;2023-11-16 08:52:00;2023-11-16 11:35:00;19,681;2023-11-16 08:52:00;2023-11-16 11:35:00;163;163;7,3
588;Autres;2023-11-15 09:00:00;2023-11-15 18:40:00;32,278;2023-11-15 09:00:00;2023-11-15 15:49:00;580;409;5
589;Autres;2023-11-15 08:45:00;2023-11-15 18:00:00;16,03;2023-11-15 08:45:00;2023-11-15 11:12:00;556;148;7,3
590;Autres;2023-11-15 12:04:00;2023-11-15 13:16:00;8,419;2023-11-15 12:04:00;2023-11-15 13:16:00;73;72;7,1
591;Autres;2023-11-15 07:52:00;2023-11-15 12:55:00;20,88;2023-11-15 07:52:00;2023-11-15 10:57:00;304;186;7,2
592;Autres;2023-11-15 08:54:00;2023-11-15 12:09:00;12,782;2023-11-15 08:54:00;2023-11-15 10:42:00;196;109;7,8
593;Autres;2023-11-15 09:03:00;2023-11-15 11:58:00;9,707;2023-11-15 09:03:00;2023-11-15 11:58:00;176;176;3,5
594;Autres;2023-11-14 08:39:00;2023-11-14 20:56:00;9,649;2023-11-14 08:39:00;2023-11-14 14:45:00;738;367;3,5
595;Autres;2023-11-14 07:24:00;2023-11-14 17:05:00;4,816;2023-11-14 07:24:00;2023-11-14 10:34:00;582;191;1,6
596;Autres;2023-11-14 09:01:00;2023-11-14 13:36:00;14,718;2023-11-14 09:01:00;2023-11-14 13:36:00;276;276;3,5
597;Autres;2023-11-13 10:51:00;2023-11-13 19:54:00;60,419;2023-11-13 10:51:00;2023-11-13 19:54:00;543;543;9
598;Autres;2023-11-13 12:07:00;2023-11-13 18:13:00;43,71;2023-11-13 12:07:00;2023-11-13 18:13:00;366;366;7,4
599;Autres;2023-11-13 09:22:00;2023-11-13 17:57:00;13,214;2023-11-13 09:22:00;2023-11-13 16:37:00;516;435;3,6
600;Autres;2023-11-13 15:45:00;2023-11-13 17:06:00;8,811;2023-11-13 15:45:00;2023-11-13 17:06:00;82;81;6,6
601;Autres;2023-11-13 09:25:00;2023-11-13 15:57:00;48,32;2023-11-13 09:25:00;2023-11-13 15:57:00;393;393;7,5
602;Autres;2023-11-13 09:23:00;2023-11-13 13:54:00;34,524;2023-11-13 09:23:00;2023-11-13 13:53:00;271;271;7,7
603;Autres;2023-11-11 17:41:00;2023-11-12 17:22:00;0,078;2023-11-11 17:41:00;2023-11-12 17:22:00;1421;1421;0
604;Autres;2023-11-12 12:23:00;2023-11-12 17:22:00;32,827;2023-11-12 12:23:00;2023-11-12 16:43:00;299;261;7,9
605;Autres;2023-11-12 08:56:00;2023-11-12 12:07:00;10,6;2023-11-12 08:56:00;2023-11-12 12:07:00;192;192;3,6
606;Autres;2023-11-10 18:41:00;2023-11-11 10:30:00;31,342;2023-11-10 18:41:00;2023-11-10 22:54:00;950;253;7,8
607;Autres;2023-11-10 12:07:00;2023-11-10 18:32:00;18,646;2023-11-10 12:07:00;2023-11-10 14:56:00;385;169;7,2
608;Autres;2023-11-10 08:16:00;2023-11-10 17:37:00;10,648;2023-11-10 08:16:00;2023-11-10 14:42:00;562;386;3,5
609;Autres;2023-11-10 08:30:00;2023-11-10 16:31:00;4,134;2023-11-10 08:30:00;2023-11-10 11:15:00;482;166;1,6
610;Autres;2023-11-10 08:53:00;2023-11-10 14:01:00;23,203;2023-11-10 08:53:00;2023-11-10 13:20:00;309;268;6,6
611;Autres;2023-11-10 08:07:00;2023-11-10 13:32:00;10,105;2023-11-10 08:07:00;2023-11-10 13:32:00;325;325;7,3
612;Autres;2023-11-10 12:59:00;2023-11-10 13:24:00;2,872;2023-11-10 12:59:00;2023-11-10 13:24:00;25;25;7,2
